REPORT_DAT,OFFENSE,METHOD,BLOCK,DISTRICT,WARD,ANC,BLOCK_GROUP,CENSUS_TRACT,XBLOCK,YBLOCK
10/22/2015 17:33,BURGLARY,OTHERS,400 - 499 BLOCK OF 19TH STREET NE,5,6,6A,007901 2,7901,401972,136400
10/22/2015 17:25,ASSAULT W/DANGEROUS WEAPON,GUN,200 - 299 BLOCK OF 37TH PLACE SE,6,7,7F,007703 3,7703,404182,135422
10/22/2015 18:50,THEFT/OTHER,OTHERS,8TH STREET SE AND G STREET SE,1,6,6B,007000 2,7000,400436.01,134825.92
10/22/2015 20:03,ROBBERY,OTHERS,1300 - 1399 BLOCK OF GREEN COURT NW,3,2,2F,010100 1,10100,397269.78,137391.03
11/6/2015 6:01,ASSAULT W/DANGEROUS WEAPON,KNIFE,1700 - 1899 BLOCK OF LANG PLACE NE,5,5,5D,008903 1,8903,401942.57,137390.43
11/5/2015 18:30,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 4TH STREET NW,1,6,6E,004701 2,4701,398597.05,137252.58
11/6/2015 8:18,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF EATON ROAD SE,7,8,8C,007401 2,7401,400338,132270
11/6/2015 0:00,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF 8TH STREET NW,3,1,1B,004400 2,4400,398010,138551
11/6/2015 9:33,THEFT F/AUTO,OTHERS,500 - 699 BLOCK OF 10TH STREET SE,1,6,6B,007000 2,7000,400638.0138,134906.6894
11/5/2015 19:05,THEFT/OTHER,OTHERS,3200 - 3299 BLOCK OF E STREET SE,6,7,7B,007708 2,7708,403415,135000
11/5/2015 23:00,THEFT F/AUTO,OTHERS,4TH STREET NW AND L STREET NW,1,6,6E,004701 2,4701,398596.98,137320.09
11/6/2015 12:30,THEFT/OTHER,OTHERS,700 - 899 BLOCK OF MT VERNON PLACE NW,3,2,2C,005800 1,5800,398006,137232
11/6/2015 7:00,MOTOR VEHICLE THEFT,OTHERS,4000 - 4099 BLOCK OF 19TH STREET NE,5,5,5B,009400 4,9400,401879,141232
11/6/2015 14:00,THEFT F/AUTO,OTHERS,1100 - 1299 BLOCK OF COLUMBIA ROAD NW,3,1,1A,003000 2,3000,397529,139979
10/20/2015 9:00,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF H STREET NW,1,6,6E,004702 1,4702,399078,136928
11/6/2015 16:19,THEFT F/AUTO,OTHERS,500 - 699 BLOCK OF GRESHAM PLACE NW,3,1,1B,003400 2,3400,398122,139889
10/13/2015 18:23,THEFT/OTHER,OTHERS,4200 - 4299 BLOCK OF HAYES STREET NE,6,7,7D,007803 1,7803,405031,136877
10/13/2015 18:10,BURGLARY,OTHERS,1700 - 1739 BLOCK OF NEW JERSEY AVENUE NW,5,5,6E,004801 1,4801,398476,138369
10/13/2015 15:16,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF E STREET NE,1,6,6C,008301 2,8301,399996,136474
10/13/2015 15:00,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF POTOMAC AVENUE SE,1,6,6B,006802 2,6802,401606,134903
10/13/2015 17:00,THEFT/OTHER,OTHERS,2700 - 2798 BLOCK OF 30TH STREET SE,6,7,7B,007603 4,7603,403036,132038
10/13/2015 19:00,THEFT/OTHER,OTHERS,700 - 899 BLOCK OF MT VERNON PLACE NW,3,2,2C,005800 1,5800,398006,137232
10/13/2015 15:30,MOTOR VEHICLE THEFT,OTHERS,1100  - 1199 BLOCK OF JEFFERSON STREET NW,4,4,4D,002101 4,2101,397630,143029
10/13/2015 17:30,THEFT F/AUTO,OTHERS,1400 - 1433 BLOCK OF K STREET NW,2,2,2F,010100 1,10100,397155.47,137185.86
10/13/2015 15:00,THEFT F/AUTO,OTHERS,5600  - 5699 BLOCK OF 13TH STREET NW,4,4,4C,002002 2,2002,397426,143323
10/14/2015 1:51,THEFT F/AUTO,OTHERS,5100 - 5299 BLOCK OF ASTOR PLACE SE,6,7,7E,009905 1,9905,406348,135451
10/14/2015 2:50,THEFT F/AUTO,OTHERS,200 224  BLOCK OF NEWCOMB STREET SE,7,8,8C,010400 2,10400,399556,131226
10/11/2015 19:00,MOTOR VEHICLE THEFT,OTHERS,700 - 749 BLOCK OF BARNES STREET NE,6,7,7D,009602 1,9602,404302,137052
10/14/2015 8:00,ASSAULT W/DANGEROUS WEAPON,OTHERS,1300 - 1399 BLOCK OF 7TH STREET NW,3,6,6E,004902 1,4902,398099,137783
10/13/2015 18:00,THEFT/OTHER,OTHERS,900 - 937 BLOCK OF RHODE ISLAND AVENUE NW,3,6,6E,004901 2,4901,397870,138172
10/14/2015 10:00,ROBBERY,GUN,1400 - 1499 BLOCK OF CONGRESS PLACE SE,7,8,8E,007404 2,7404,401407,131005
10/14/2015 10:40,ASSAULT W/DANGEROUS WEAPON,OTHERS,2516 2598  BLOCK OF NAYLOR ROAD SE,6,8,7B,007604 2,7604,402548,133051
10/12/2015 12:02,THEFT F/AUTO,OTHERS,1811 - 1852 BLOCK OF COLUMBIA ROAD NW,3,1,1C,004001 1,4001,396231,139315
10/14/2015 10:00,BURGLARY,OTHERS,1300  - 1399 BLOCK OF FARRAGUT STREET NW,4,4,4C,002002 3,2002,397264,142545
10/13/2015 21:00,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 44TH STREET NE,6,7,7D,007806 2,7806,405302,137346
10/14/2015 13:37,ASSAULT W/DANGEROUS WEAPON,OTHERS,ATLANTIC STREET SW AND MISSISSIPPI AVENUE SE,7,8,8C,009807 1,9807,399333.3857,129289.9884
11/16/2015 13:46,THEFT/OTHER,OTHERS,1600 - 1632 BLOCK OF 1ST STREET NW,5,5,5E,004600 2,4600,398945,138195
11/16/2015 14:37,THEFT/OTHER,OTHERS,1224 - 1299 BLOCK OF WISCONSIN AVENUE NW,2,2,2E,000202 3,202,394548,137621
11/16/2015 15:30,THEFT F/AUTO,OTHERS,5TH STREET NE AND L STREET NE,1,6,6C,010600 2,10600,400042.8,137319.13
11/16/2015 14:30,THEFT F/AUTO,OTHERS,1 - 99 BLOCK OF L STREET NE,1,6,6C,010600 2,10600,399351,137319
11/16/2015 18:30,THEFT/OTHER,OTHERS,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,4,4A,001804 2,1804,397577,143785
11/14/2015 19:00,THEFT/OTHER,OTHERS,4280 - 4499 BLOCK OF DOUGLAS STREET NE,6,7,7D,009601 1,9601,405237,138096
11/16/2015 18:30,THEFT/OTHER,OTHERS,2700 - 2799 BLOCK OF ORDWAY STREET NW,2,3,3C,001302 2,1302,395081,140795
11/16/2015 18:35,THEFT/OTHER,OTHERS,2800 - 2899 BLOCK OF M STREET NW,2,2,2E,000100 4,100,395007,137489
11/16/2015 9:00,THEFT/OTHER,OTHERS,3600 - 3699 BLOCK OF O STREET NW,2,2,2E,000202 4,202,393843,137761
11/16/2015 21:35,ROBBERY,OTHERS,1300 - 1399 BLOCK OF IRVING STREET NW,3,1,1A,003000 2,3000,397294.53,140084.66
11/16/2015 22:03,ASSAULT W/DANGEROUS WEAPON,KNIFE,5000 - 5099 BLOCK OF QUEENS STROLL PLACE SE,6,7,7E,009904 2,9904,406076,135034
11/16/2015 17:30,THEFT F/AUTO,OTHERS,2300 - 3099 BLOCK OF V STREET NE,5,5,5C,011100 1,11100,402835,139007
11/16/2015 9:15,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF TRENTON PLACE SE,7,8,8B,007409 3,7409,401873,130774
11/13/2015 22:00,BURGLARY,OTHERS,3000 - 3199 BLOCK OF WISCONSIN AVENUE NW,2,3,3C,000400 1,400,393681,140287
11/17/2015 8:21,BURGLARY,OTHERS,3600 - 3699 BLOCK OF 14TH STREET NW,4,1,1A,002801 2,2801,397162,140976
11/13/2015 7:00,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF PRINCETON PLACE NW,4,1,1A,003200 1,3200,398036,140835
11/16/2015 8:00,MOTOR VEHICLE THEFT,OTHERS,2922 - 2999 BLOCK OF 2ND STREET SE,7,8,8C,010400 2,10400,399591,130876
11/17/2015 11:21,ROBBERY,GUN,1100 - 1117 BLOCK OF GOOD HOPE ROAD SE,7,8,8A,007401 1,7401,400901,133403
11/17/2015 8:30,THEFT F/AUTO,OTHERS,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,2,3,3E,001001 1,1001,392607,143559
9/20/2015 2:30,THEFT/OTHER,OTHERS,200 - 299 BLOCK OF I STREET NE,1,6,6C,010600 2,10600,399756,137052
9/22/2015 23:30,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF GALLOWAY STREET NE,4,5,5A,009508 1,9508,399996,142748
11/6/2015 14:00,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 3RD STREET SW,1,6,6D,010200 2,10200,398680,134460
11/6/2015 7:45,BURGLARY,OTHERS,1926 - 2099 BLOCK OF I STREET NE,5,5,5D,008904 1,8904,402195,137192
11/6/2015 18:14,THEFT/OTHER,OTHERS,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,3,1,1C,003800 3,3800,396455,139555
11/6/2015 15:30,THEFT/OTHER,OTHERS,1220 - 1299 BLOCK OF 19TH STREET NW,2,2,2B,010700 2,10700,396231,137666
11/6/2015 15:00,THEFT F/AUTO,OTHERS,3300 - 3399 BLOCK OF CROFFUT PLACE SE,6,7,7B,007708 2,7708,403614,135440
11/6/2015 19:23,THEFT/OTHER,OTHERS,900 - 1020 BLOCK OF MOUNT OLIVET ROAD NE,5,5,5D,008803 1,8803,400965,138212
11/6/2015 6:35,BURGLARY,OTHERS,800 - 899 BLOCK OF 11TH STREET NE,1,6,6A,008410 1,8410,400735,136989
11/6/2015 19:25,BURGLARY,OTHERS,1 - 99 BLOCK OF S STREET NW,5,5,5E,003302 2,3302,399080,138468
11/6/2015 19:25,ROBBERY,GUN,4400 - 4699 BLOCK OF CLAY STREET NE,6,7,7D,007803 3,7803,405462.2342,136225.4644
10/14/2015 10:55,THEFT F/AUTO,OTHERS,400 - 499 BLOCK OF F STREET NE,1,6,6C,008301 2,8301,399996.47,136609.4
10/27/2015 9:15,ROBBERY,GUN,2300 - 2399 BLOCK OF ALTAMONT PLACE SE,6,8,8B,007605 2,7605,402427,132897
10/27/2015 10:20,THEFT F/AUTO,OTHERS,3300 - 3399 BLOCK OF D STREET SE,6,7,7B,007708 2,7708,403586,135177
10/27/2015 10:55,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF NEWTON STREET NW,4,1,1D,002701 2,2701,396294,140699
10/27/2015 10:00,THEFT/OTHER,OTHERS,140 - 199 BLOCK OF V STREET NE,5,5,5E,008701 2,8701,399616,138914
10/27/2015 15:47,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF FRANKLIN STREET NE,5,5,5E,009204 1,9204,399869,139746
10/27/2015 15:25,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF WESTMINSTER STREET NW,3,1,1B,004400 2,4400,397833,138551
10/27/2015 16:46,THEFT/OTHER,OTHERS,6TH STREET NE AND I STREET NE,1,6,6C,010600 3,10600,400134.83,137052.25
10/27/2015 16:42,ROBBERY,OTHERS,3200 - 3299 BLOCK OF HIATT PLACE NW,3,1,1A,002802 2,2802,396986.37,140220.86
10/27/2015 17:00,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF 14TH STREET SE,1,6,6B,006700 1,6700,401257,135710
10/27/2015 17:21,THEFT F/AUTO,OTHERS,5000 - 5099 BLOCK OF CALL PLACE SE,6,7,7E,009904 2,9904,406101,135185
10/27/2015 18:25,THEFT/OTHER,OTHERS,500 - 503 BLOCK OF 12TH STREET SE,1,6,6B,006900 1,6900,400846,134967
10/27/2015 16:00,ROBBERY,OTHERS,1290 1408  BLOCK OF ALABAMA AVENUE SE,7,8,8E,007304 1,7304,401146,130808
10/27/2015 19:20,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF COLUMBIA ROAD NW,3,1,1A,003000 2,3000,397302,139967
10/27/2015 6:00,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF KENYON STREET NW,3,1,1A,003000 1,3000,397281,140197
10/27/2015 20:40,ROBBERY,OTHERS,50 - 73 BLOCK OF N STREET SW,1,6,6D,006400 1,6400,399043,134090
10/27/2015 16:00,THEFT F/AUTO,OTHERS,3101 - 3199 BLOCK OF 16TH STREET NW,3,1,1D,002702 1,2702,396837,140214
10/27/2015 21:03,ASSAULT W/DANGEROUS WEAPON,OTHERS,3400 - 3499 BLOCK OF A STREET SE,6,7,7F,007708 1,7708,403749,135661
10/27/2015 16:00,ASSAULT W/DANGEROUS WEAPON,KNIFE,3000 3018  BLOCK OF GAINESVILLE STREET SE,6,7,7B,007603 4,7603,403068,131861
10/27/2015 23:07,ASSAULT W/DANGEROUS WEAPON,GUN,1 - 60 BLOCK OF K STREET NW,1,6,6E,004702 1,4702,399119,137184
10/28/2015 5:00,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF 30TH STREET SE,6,7,7B,007604 3,7604,403056,133587
10/28/2015 8:50,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NE,5,5,5C,009102 1,9102,401329,139677
11/11/2015 19:30,THEFT/OTHER,OTHERS,1950 - 2035 BLOCK OF 2ND STREET NW,3,1,1B,003400 1,3400,398739,138827
11/11/2015 15:30,BURGLARY,OTHERS,200 - 399 BLOCK OF SAVANNAH STREET SE,7,8,8C,009803 1,9803,399843,130413
11/11/2015 20:02,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF 21ST STREET NW,2,2,2A,010800 3,10800,395952.77,136789.71
11/11/2015 23:00,ROBBERY,GUN,2301 - 2399 BLOCK OF 24TH STREET SE,7,8,8B,007502 1,7502,402451,132622
11/11/2015 22:52,ROBBERY,GUN,2700 2709  BLOCK OF 31ST STREET SE,6,7,7B,007603 4,7603,403249,132115
11/12/2015 1:33,MOTOR VEHICLE THEFT,OTHERS,K STREET NW AND 31ST STREET NW,2,2,2E,000100 4,100,394697.1153,137195.0003
11/11/2015 9:25,SEX ABUSE,OTHERS,200 - 299 BLOCK OF ELM STREET NW,3,1,1B,003400 1,3400,398676,138855
11/12/2015 0:10,MOTOR VEHICLE THEFT,OTHERS,4300 - 4399 BLOCK OF 12TH STREET SE,7,8,8E,009700 1,9700,401201,129546
11/4/2015 13:00,THEFT/OTHER,OTHERS,700 - 899 BLOCK OF RIDGE ROAD SE,6,7,7E,009902 1,9902,405013,134320
11/18/2015 0:18,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF 7TH STREET NW,1,2,2C,005800 1,5800,398099,136943
11/17/2015 21:50,THEFT F/AUTO,OTHERS,3600 - 3627 BLOCK OF PARK PLACE NW,4,1,1A,003200 2,3200,398336,140760
11/18/2015 4:34,ASSAULT W/DANGEROUS WEAPON,KNIFE,3033 3097  BLOCK OF STANTON ROAD SE,7,8,8E,007404 3,7404,401535,131621
11/18/2015 8:05,ROBBERY,OTHERS,1800 - 1899 BLOCK OF Q STREET SE,6,8,8A,007601 3,7601,401893,133657
11/18/2015 9:55,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF LAMONT STREET NW,3,1,1A,003100 1,3100,397636,140315
11/17/2015 15:30,THEFT/OTHER,OTHERS,700 - 899 BLOCK OF MT VERNON PLACE NW,3,2,2C,005800 1,5800,398006,137232
11/17/2015 20:30,MOTOR VEHICLE THEFT,OTHERS,1200  - 1299 BLOCK OF DELAFIELD PLACE NW,4,4,4C,002002 1,2002,397551,142344
11/18/2015 12:15,THEFT F/AUTO,OTHERS,500 - 599 BLOCK OF MORSE STREET NE,5,5,5D,008803 1,8803,400139,137702
11/8/2015 13:47,THEFT F/AUTO,OTHERS,2800 - 2899 BLOCK OF 31ST STREET SE,6,7,7B,007603 4,7603,403259,131832
11/18/2015 13:52,THEFT F/AUTO,OTHERS,1400 - 1499 BLOCK OF PARK ROAD NW,3,1,1A,002802 2,2802,397068,140306
11/18/2015 15:22,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF I STREET NW,2,2,2A,010800 1,10800,395708,136984
11/17/2015 15:00,THEFT F/AUTO,OTHERS,3RD STREET SE AND 3RD STREET NE,1,6,6C,008200 2,8200,399823.03,135773.93
11/18/2015 14:00,THEFT F/AUTO,OTHERS,4400 - 4499 BLOCK OF MASSACHUSETTS AVENUE NW,2,3,3D,000901 3,901,392375,141282
11/6/2015 11:12,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF F STREET NW,1,2,2C,005800 1,5800,397700,136611
11/13/2015 9:00,THEFT F/AUTO,OTHERS,200 - 299 BLOCK OF 10TH STREET SE,1,6,6B,006700 3,6700,400638,135441
11/18/2015 15:45,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 4TH STREET NW,1,6,6E,004701 2,4701,398597.05,137252.58
11/13/2015 16:00,THEFT F/AUTO,OTHERS,1000 - 1389 BLOCK OF BARNABY TERRACE SE,7,8,8E,009700 1,9700,401064,129644
11/18/2015 10:45,THEFT F/AUTO,OTHERS,1400 - 1599 BLOCK OF MONROE STREET NW,3,1,1A,002802 2,2802,397000,140445
11/16/2015 15:00,THEFT/OTHER,OTHERS,1900 - 2099 BLOCK OF MISSISSIPPI AVENUE SE,7,8,8B,007409 3,7409,402164,130679
11/18/2015 17:30,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF THOMAS JEFFERSON STREET NW,2,2,2E,000100 4,100,394784,137339
11/18/2015 19:50,THEFT/OTHER,OTHERS,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,2,2,2E,000202 3,202,394550,137528
11/16/2015 18:00,THEFT/OTHER,OTHERS,700 - 723 BLOCK OF 14TH STREET NW,2,2,2C,005800 1,5800,397228,136778
11/15/2015 15:00,THEFT/OTHER,OTHERS,4315 - 4399 BLOCK OF RIVER ROAD NW,2,3,3E,001001 2,1001,392576,142740
11/18/2015 21:34,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF MORSE STREET NE,5,5,5D,008802 2,8802,401410,137034
11/18/2015 15:45,THEFT F/AUTO,OTHERS,3500 - 3599 BLOCK OF 10TH STREET NW,4,1,1A,002900 1,2900,397628,140648
11/18/2015 19:00,THEFT F/AUTO,OTHERS,8TH STREET NW AND V STREET NW,3,1,1B,003500 2,3500,398009.87,138877.29
11/18/2015 23:45,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF K STREET SE,1,6,6B,007100 1,7100,401135,134507
10/27/2015 20:30,THEFT/OTHER,OTHERS,1907 - 1999 BLOCK OF FLORIDA AVENUE NW,3,1,1C,004202 2,4202,396141.17,138608.55
11/12/2015 18:00,THEFT/OTHER,OTHERS,1300  - 1399 BLOCK OF UPSHUR STREET NW,4,4,4C,002502 3,2502,397293,141553
11/5/2015 22:00,THEFT F/AUTO,OTHERS,51 - 99 BLOCK OF M STREET NW,1,6,6E,004701 1,4701,398987,137531
11/7/2015 2:00,THEFT F/AUTO,OTHERS,5400  - 5449 BLOCK OF 31ST STREET NW,2,4,3G,001402 1,1402,394603,143773
9/29/2015 20:21,THEFT/OTHER,OTHERS,3900 - 3917 BLOCK OF SOUTHERN AVENUE SE,6,7,7B,,,404464,132725
9/29/2015 13:20,BURGLARY,OTHERS,522 - 545 BLOCK OF 45TH STREET NE,6,7,7D,007803 2,7803,405400,136510
9/29/2015 13:00,BURGLARY,OTHERS,3400 - 3499 BLOCK OF BROTHERS PLACE SE,7,8,8C,010400 1,10400,399574,130395
9/30/2015 4:36,THEFT/OTHER,OTHERS,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,1,6,6D,007200 2,7200,399210.55,134299.54
9/29/2015 17:30,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,1,6,6C,006202 1,6202,399272,136594
9/29/2015 16:00,THEFT F/AUTO,OTHERS,1100 - 1199 BLOCK OF 4TH STREET NE,1,6,6C,010600 2,10600,399950,137425
9/30/2015 9:20,BURGLARY,OTHERS,1200 - 1299 BLOCK OF PENN STREET NE,5,5,5D,008802 4,8802,401191,137566
9/30/2015 9:20,ASSAULT W/DANGEROUS WEAPON,KNIFE,1200 - 1299 BLOCK OF OATES STREET NE,5,5,5D,008802 3,8802,401137,137447
9/30/2015 9:30,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF BELMONT STREET NW,3,1,1B,003700 3,3700,397107,139182
9/30/2015 11:20,THEFT/OTHER,OTHERS,200 - 299 BLOCK OF MASSACHUSETTS AVENUE NW,1,2,2C,005900 1,5900,398750,136855
9/30/2015 12:00,ROBBERY,OTHERS,2261 2299  BLOCK OF MOUNT VIEW PLACE SE,7,8,8A,007503 2,7503,400863,132772
9/30/2015 12:35,THEFT/OTHER,OTHERS,5200  - 5299 BLOCK OF GEORGIA AVENUE NW,4,4,4C,002002 3,2002,397603,142843
9/30/2015 8:00,THEFT F/AUTO,OTHERS,400  - 499 BLOCK OF VAN BUREN STREET NW,4,4,4B,001902 2,1902,398356,144667
9/30/2015 14:40,THEFT/OTHER,OTHERS,500 - 699 BLOCK OF IRVING STREET NW,3,1,1A,003200 4,3200,398144,140137
9/25/2015 1:30,THEFT/OTHER,OTHERS,2800 - 2803 BLOCK OF GAINESVILLE STREET SE,7,8,8B,007502 2,7502,402641.9895,131928.8613
9/25/2015 2:06,THEFT/OTHER,OTHERS,400 - 457 BLOCK OF MASSACHUSETTS AVENUE NW,1,2,2C,005900 1,5900,398508,136963
9/24/2015 10:00,MOTOR VEHICLE THEFT,OTHERS,D STREET SW AND 10TH STREET SW,1,6,6D,010200 2,10200,397746.4393,135223.5611
9/24/2015 19:30,MOTOR VEHICLE THEFT,OTHERS,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,7,8,8B,007504 1,7504,402258,132857
9/25/2015 8:05,THEFT/OTHER,OTHERS,3000 - 3099 BLOCK OF 14TH STREET NW,3,1,1A,002802 1,2802,397174,140033
9/25/2015 2:30,THEFT/OTHER,OTHERS,2100 - 2199 BLOCK OF WYOMING AVENUE NW,2,2,2D,004100 2,4100,395814,138839
9/25/2015 10:55,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF KALORAMA ROAD NW,3,1,1C,003800 2,3800,396731,139353
9/25/2015 13:59,THEFT F/AUTO,OTHERS,LOGAN CIRCLE NW AND VERMONT AVENUE NW,3,2,2F,005002 3,5002,397461.97,138029.08
9/25/2015 12:00,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF V STREET NW,3,1,1B,004400 1,4400,397330,138916
9/25/2015 12:30,THEFT F/AUTO,OTHERS,1700 - 1799 BLOCK OF JOHNSON AVENUE NW,3,2,2F,005201 4,5201,397116.43,138388.01
9/24/2015 8:15,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF PENNSYLVANIA AVENUE SE,1,6,6B,006500 1,6500,399886,135436
9/25/2015 5:50,THEFT F/AUTO,OTHERS,3700  - 3799 BLOCK OF NEW HAMPSHIRE AVENUE NW,4,4,4C,002400 1,2400,397935,141011
9/25/2015 13:35,THEFT F/AUTO,OTHERS,400 - 999 BLOCK OF L'ENFANT PLAZA SW,1,6,6D,010200 2,10200,397868.29,135116.46
9/25/2015 14:41,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF G STREET NW,2,2,2A,010800 3,10800,395707,136720
9/25/2015 16:08,THEFT/OTHER,OTHERS,3700 - 3761 BLOCK OF MINNESOTA AVENUE NE,6,7,7F,009603 2,9603,404167,135943
9/24/2015 6:30,THEFT/OTHER,OTHERS,100 - 379 BLOCK OF MICHIGAN AVENUE NE,4,5,5A,002302 1,2302,399610,140102
9/25/2015 18:13,ROBBERY,KNIFE,2300 2399  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,8,8A,007407 2,7407,400717,132802
9/25/2015 20:15,THEFT/OTHER,OTHERS,5620 - 5643 BLOCK OF CLAY PLACE NE,6,7,7C,007808 3,7808,406981,136223
9/25/2015 19:06,ASSAULT W/DANGEROUS WEAPON,KNIFE,2100 - 2131 BLOCK OF WEST VIRGINIA AVENUE NE,5,5,5D,008803 1,8803,401755,138659
9/20/2015 21:49,THEFT/OTHER,OTHERS,100 - 199 BLOCK OF N STREET NW,5,5,5E,004600 2,4600,398880,137708
9/25/2015 20:42,ASSAULT W/DANGEROUS WEAPON,OTHERS,3100 - 3199 BLOCK OF M STREET NW,2,2,2E,000100 4,100,394622,137482
9/30/2015 16:15,ROBBERY,OTHERS,MALCOLM X AVENUE SE AND MARTIN LUTHER KING JR AVENUE SE,7,8,8C,010400 1,10400,400226.62,130809.75
9/30/2015 16:02,THEFT/OTHER,OTHERS,202 299  BLOCK OF 3RD STREET SE,1,6,6B,006500 1,6500,399822,135412
9/30/2015 19:08,THEFT/OTHER,OTHERS,3904 - 3999 BLOCK OF MINNESOTA AVENUE NE,6,7,7F,009603 2,9603,404370,136293
9/30/2015 19:36,THEFT/OTHER,OTHERS,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,1,6,6D,007200 2,7200,399210.55,134299.54
9/30/2015 19:41,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,1,1A,003000 1,3000,397162,140182
